id,Name,href,comunidad,provincia,municipio,descripcion,direccion,latitude,longitude
523,Yacimiento Arqueológico de Clunia,/es/lugares-interes/yacimiento-arqueologico-clunia/,Castilla y León,Burgos,Huerta de Rey,"Clunia Sulpicia fue fundada en el siglo I a. C. por el emperador Tiberio. Eran 200 hectáreas de superficie de las que se conservan muchas villas, monumentos, termas y el teatro. El foro era rectangular y en él estaban ubicados dos templos y un edificio administrativo. Se han encontrado casas de tres plantas y uno de los teatros más grandes de la Hispania romana. También se hallaron cerámicas, mosaicos, esculturas, vidrio y alhajas. Uno de los rasgos más importantes de esta ciudad es el hecho de la existencia de símbolos cristianos, lo que significa que en Clunia podría haber vivido una de las primeras comunidades cristianas de la península.","['09419', 'Peñalba del Castro,', 'Huerta de Rey,', 'Burgos', '(Castilla y León)']",41.7873955,-3.3662966
524,Castillo de San Pedro o Ciudadela de Jaca,/es/lugares-interes/castillo-san-pedro-ciudadela-jaca/,Aragón,Huesca,Jaca,"También conocido como “la Ciudadela de Jaca”, fue construido entre los siglos XVI y XVII por encargo del rey Felipe II y restaurado en 1968. El ingeniero Spanochi se ajustó a los esquemas de arquitectura militar derivados del uso de la artillería y en la actualidad constituye la única construcción del mundo de ese tipo de fortaleza que se conserva íntegra. De planta pentagonal con un baluarte en forma de flecha en cada esquina, su foso es hoy en día lugar de descanso de ciervos. Su puente levadizo da entrada al patio de armas, en torno al cual se sitúan los diferentes cuarteles. Uno de ellos acoge el Museo de Miniaturas Militares, donde se puede aprender la historia del castillo a través de 32.000 soldaditos de plomo.",['Avenida del Primer Viernes de Mayo'],42.5726674,-0.5522776
525,Ciudadela de Melilla,/es/lugares-interes/ciudadela-melilla/,Melilla,Melilla,Melilla,"Declarada Conjunto Histórico – Artístico, es uno de los ejemplos en los que se puede ver la evolución de la arquitectura militar desde finales del siglo XV hasta el siglo XVIII. La Ciudadela está formada por cuatro recintos amurallados. De ellos se conservan tres en buen estado.","['52001', 'Melilla', '(Melilla)']",35.291937299999994,-2.9384839
526,Ciudadela,/es/lugares-interes/ciudadela-pamplona/,Comunidad Foral de Navarra,Navarra,Pamplona-Iruña,"Construida en tiempos de Felipe II, quien encargó las obras al ingeniero militar italiano Fratín. Tiene forma pentagonal. De sus cinco baluartes, sólo conserva tres. Consta de dos puertas, la principal orientada hacia el casco antiguo y la puerta del Socorro. En el siglo XVIII se convirtió en prisión de hombres ilustres, como el conde de Floridablanca, el marqués de Leganés, etc. En la actualidad alberga un parque y varias salas de exposiciones.",['Avenida del Ejército s/n'],42.8136560126894,-1.6492971691810403
527,Ciudadela de Roses,/es/lugares-interes/ciudadela-roses/,Cataluña,Girona,Roses,"La fortaleza —en realidad, una ciudadela— es una obra renacentista, de mediados del siglo XVI, con reformas de ampliación y reforzamiento en los dos siglos posteriores, ordenada por el rey Carlos I de España. Se trata de un recinto amurallado pentagonal estrellado, con baluartes triangulares reforzados en sus puntas, realizada a base de muros en talud y dos puertas principales, las de Mar y Terra. En su interior se halla un espléndido recinto arqueológico, cuyas excavaciones ha sacado a la luz los restos de la colonia griega de “Rhode” (muralla y barrio helenísticos de los siglos IV-III a.C.), la iglesia y necrópolis paleocristianas (siglos IV-VII) relacionadas con un poblado visigótico, así como los restos de la iglesia y monasterio románico-lombardos de Santa Maria de Roses (siglos XI-XIII).","['Avinguda de Rhode, s/n']",42.26495770255789,3.1715868645263656
528,La Clerecía,/es/lugares-interes/clerecia/,Castilla y León,Salamanca,Salamanca,"La Clerecía de Salamanca, originalmente conocida como Colegio Real de la Compañía de Jesús, es de estilo barroco y alberga una parte pública, iglesia y escuelas donde los jesuitas impartían clases, y una privada, donde vivían los religiosos. La Iglesia dispone de un inmenso claustro barroco de tres pisos. Este monumento es en la actualidad sede de la Universidad Pontificia.","['Calle Compañía, 5']",40.96345884869059,-5.666367253823009
529,Colegiata de Santa María,/es/lugares-interes/colegiata-santa-maria/,Aragón,Zaragoza,Calatayud,"La iglesia combina elementos mudéjares, renacentistas y barrocos. Se construyó en el siglo XIV y sus elementos más destacados son su claustro mudéjar y su torre de planta octogonal, ambas del siglo XV. La torre es de las más altas mudéjares de Aragón, con casi 72 metros. El interior del templo se caracteriza por su amplitud con una planta rectangular de tres naves. Por su parte, las capillas laterales fueron abiertas a partir del siglo XVII. A la iglesia también se la conoce como Colegiata de Santa María la Mayor y forma parte de la Arquitectura Mudéjar de Aragón declarada Patrimonio de la Humanidad por la UNESCO.",['Plaza de Santa María'],41.353878,-1.6450308
530,Colegiata Basílica de Santa María o la Seo,/es/lugares-interes/colegiata-basilica-santa-maria-o-seo/,Comunitat Valenciana,Valencia-València,Xàtiva,Se la denomina La Seu y en su construcción impera el estilo renacentista. Fue edificada entre 1596 y 1916. Su puerta principal es barroca y el Altar Mayor corresponde a unos planos del arquitecto Ventura Rodríguez. La Colegiata está dedicada a la Asunción de Nuestra Señora.,['Plaza Calixto III s/n'],38.9875993805333,-0.518707720568207
531,Colegiata de Castañeda,/es/lugares-interes/colegiata-castaneda/,Cantabria,Cantabria,Castañeda,"Debido a su ubicación, la Colegiata pasó a ser parte del Camino de Santiago. En un principio su planta contaba con una nave y 3 ábsides pero posteriormente se modificó. A su estructura se le sumaron 2 naves. Una de ellas es de estilo Gótico y la otra posterior (siglo XVII). Transformaron el ábside sur en una capilla privada y una sacristía de estilo Barroco. En los capiteles de las columnas, que se conservan en perfecto estado, resalta su iconografía animal y vegetal. Es preciso ver el Calvario gótico (no existe ningún otro similiar en toda Cantabria, los retablos barrocos y 2 tallas de la Virgen con Niño.",['Carretera N-634 Vargas-Sarón a 2 km'],43.3169328394805,-3.9272796087848896
532,Colegiata de San Cosme y San Damián,/es/lugares-interes/colegiata-san-cosme-san-damian/,Castilla y León,Burgos,Covarrubias,"La Colegiata de San Cosme y San Damián se construyó partiendo de otra iglesia anterior románica. La nueva es del siglo XV, gótica. Su planta es de cruz latina y tiene tres naves y crucero. En los panteones de la colegiata están las familias más ilustres de la villa. En el presbiterio se encuentra el del conde Fernán González y su esposa Doña Sancha, un sepulcro hispanorromano del siglo IV. En el claustro, construido en los primeros años del siglo XVI, está el sepulcro gótico de la infanta Cristina de Noruega, primera esposa del infante Felipe, hermano de Alfonso X el Sabio. En la iglesia destaca el retablo principal barroco y el órgano del siglo XVII. Posee una gran variedad de piezas de arte sacro: capiteles románicos, tablas de Berruguete, Van Eyck, orfebrería del célebre maestro Calahorra, ropas litúrgicas de los siglos XVI al XVIII y el extraordinario tríptico de la Adoración de los Magos, talla anónima pero de clara influencia flamenca.","['Plaza Chidasvinto, s/n.']",42.061670171661305,-3.53045820532499
533,Colegiata e Iglesia Parroquial de Pastrana,/es/lugares-interes/colegiata-iglesia-parroquial-pastrana/,Castilla-La Mancha,Guadalajara,Pastrana,"Este edificio mezcla los estilos gótico y renacentista (fachada). En su interior, lo más destacable es un retablo de Matías Jimeno. También se puede visitar el Museo Parroquial donde se guardan tapices medievales del siglo XV tejidos por Grenier en los mejores telares flamencos. Los dibujos de los tapices son de Nuño Gonçálvez. Merece atención el Cristo románico del siglo XIII. En cuanto a las pinturas, tienen varias obras de Carreño, Luis Fernández y El Greco.  En el interior del templo reposan los restos de la legendaria princesa de Éboli.","['Calle Melchor Cano, 1']",40.41677455276909,-2.9240374278897203
534,Colegiata de Gijón,/es/lugares-interes/colegiata-gijon/,Principado de Asturias,Asturias,Gijón,"La Colegiata de San Juan Bautista está adosada al Palacio de Revillagigedo. Es del siglo XVIII. Entonces fue sede parroquial, ahora, por su estupenda acústica, se utiliza como sala de conciertos.",['Plaza del Marqués s/n'],43.545141799999996,-5.663853700000003
535,Real Colegiata de San Isidoro de León,/es/lugares-interes/real-colegiata-san-isidoro-leon/,Castilla y León,León,León,"Se erigió sobre los cimientos de una iglesia anterior dedicada a San Juan Bautista que fue derruida en el 988 por Almanzor. Alfonso V la reconstruyó y Fernando I reedificó un nuevo templo al que trasladaron las reliquias de San Isidoro y San Vicente, lo que le otorgó relevancia. El templo era de estilo prerrománico asturiano y, posteriormente, se reconstruyó en estilo románico pleno, con tres naves y cabecera de tres ábsides. Cuando se convirtió al gótico uno de estos ábsides desapareció.",['Plaza de San Isidoro 4'],42.600413474728,-5.570443366114169
536,Colegiata de San Antolín,/es/lugares-interes/colegiata-san-antolin/,Castilla y León,Valladolid,Medina del Campo,"Esta excolegiata es de estilo gótico. Actualmente es un museo de escultura. Cuando Medina del Campo era el primer centro de comercio de lanas, ningún mercader podía cerrar un trato o negocio hasta que concluía la misa mayor oficiada desde el balcón de Nuestra Señora del Pópulo ubicado en la fachada de la iglesia.",['Plaza Mayor de la Hispanidad s/n'],41.3079400517738,-4.91575499285534
537,Colegiata de San Martín de Elines de Valderredible,/es/lugares-interes/colegiata-san-martin-elines-valderredible/,Cantabria,Cantabria,Valderredible,"Según algunos estudios podría fecharse en el período de repoblación (siglos VIII-X), pero hay otras teorías que la relacionan con la época visigoda. Su planta consta de una sola nave de forma rectangular alargada. En su techo conserva un saliente rectangular, posible resto de un gran pilar central. Su ábside es de planta cuadrangular, con sus ángulos redondeados, cubriéndose con una imperfecta bóveda de horno. El acceso se realiza a través de un arco ligeramente ultrasemicircular que arranca casi del suelo. La iglesia tiene un banco corrido labrado a lo largo del muro interno de la nave y las paredes del ábside y del arco toral. La transición a la cabecera se realiza por medio de dos peldaños. Su entrada, orientada al sur, está muy remodelada.","['39232', 'San Martín de Elines,', 'Valderredible,', 'Cantabria', '(Cantabria)']",42.855760871892,-4.00119287908107
538,Colegiata de San Miguel de Alfaro,/es/lugares-interes/colegiata-san-miguel-alfaro/,La Rioja,La Rioja,Alfaro,"Fue declarada Monumento Nacional en 1976. Su construcción se alargó más de cien años (siglos XVI-XVII). Se le pretendió dar aspecto catedralicio. Los cánones clasicistas determinan las distintas plantas de sus pilastras, entablamentos corridos y la moldura de vanos, todo ello realizado en ladrillo. A la fachada se accede por una suntuosa escalinata, que precede a la fachada clasicista, con triple acceso y arco triunfal. Sus torres, casi gemelas, son de cuatro cuerpos. En su interior pueden admirarse 15 retablos, entre los que destacan el Retablo Mayor con la imagen de San Miguel, de Gregorio Fernández; el Retablo Central de la Virgen del Rosario; la Capilla de San Ildefonso, con una magnífica imagen de “La Dolorosa”; y la Capilla de San José, con un Cristo gótico del siglo XIII.",['Plaza de España s/n'],42.17829928056601,-1.7497436881395503
